PB_ID;Product_Description;Name;Ookinete;Oocyst;Sporozoite;Liver;Merozoite;Ring;Trophozoite;Schizont;Female;Male;Further_Information
PBANKA_1034400;plasmepsin IV;PM4;1,19;5,98;0,03;5,38;1,45;7,62;10,28;3,48;7,29;5,67;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1034400"">PBANKA_1034400</a>"
PBANKA_1034500;conserved protein, unknown function;N/A;6,42;0,04;1,77;0,88;0,13;0;0,42;0,02;0,15;0;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1034500"">PBANKA_1034500</a>"
PBANKA_1034600;conserved Plasmodium protein, unknown function;N/A;2,25;2,51;0,66;1,61;0,05;0,44;2,48;0,98;3,71;1,12;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1034600"">PBANKA_1034600</a>"
PBANKA_1034700;multifunctional methyltransferase subunit TRM112, putative;TRM112;4,22;4,5;0,84;3,37;0;0,6;2,59;1,21;6,61;1,77;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1034700"">PBANKA_1034700</a>"
PBANKA_1034800;conserved Plasmodium protein, unknown function;N/A;3,88;5,03;1,87;2,48;0;0,74;2,6;0,62;2,79;4,6;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1034800"">PBANKA_1034800</a>"
PBANKA_1034900;pre-mRNA-splicing factor 38B, putative;PRP38B;2,54;5,32;1,13;3,66;0,66;1,27;5,1;4,41;1,65;1,62;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1034900"">PBANKA_1034900</a>"
PBANKA_1035000;conserved Plasmodium protein, unknown function;N/A;3,18;3,83;1,2;1,31;0,05;0,41;1,98;2,59;1,68;1,31;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1035000"">PBANKA_1035000</a>"
PBANKA_1035100;rRNA 2'-O-methyltransferase fibrillarin, putative;NOP1;3,88;6,56;0,46;3,69;1,2;2,04;1,3;1,82;0,75;0,29;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1035100"">PBANKA_1035100</a>"
PBANKA_1035200;LCCL domain-containing protein;CCp3;1,76;0,18;0,01;0,14;0,03;0,16;0,1;0,27;8,19;0,33;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1035200"">PBANKA_1035200</a>"
PBANKA_1035300;radical SAM protein, putative;RlmN;0,9;4,52;0;3,14;0;0,33;1,21;0,13;0,81;0,07;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1035300"">PBANKA_1035300</a>"
PBANKA_1035400;glideosome associated protein with multiple membrane spans 3, putative;GAPM3;3,17;0,35;0,03;1,51;0,12;0,21;4,97;7,01;9,54;3,85;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1035400"">PBANKA_1035400</a>"
PBANKA_1035500;vacuolar protein sorting-associated protein 29, putative;VPS29;1,8;1,61;0,03;2,76;0;0,76;3,34;0,81;2,36;0,11;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1035500"">PBANKA_1035500</a>"
PBANKA_1035600;ATP-dependent Clp protease regulatory subunit ClpC, putative;ClpC;1,1;5,97;0,11;2,04;0,11;0,74;1,68;0,27;0,13;2,73;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1035600"">PBANKA_1035600</a>"
PBANKA_1035700;WD repeat-containing protein 65, putative;WDR65;0,29;0,38;0;0,44;0,01;0,33;1,23;0,08;0,15;6,69;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1035700"">PBANKA_1035700</a>"
PBANKA_1035800;pentatricopeptide repeat domain-containing protein, putative;PPR1;3,02;1,54;0,04;3,05;0,14;0,09;2,51;0,74;1,7;1,95;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1035800"">PBANKA_1035800</a>"
PBANKA_1035900;glycerophosphodiester phosphodiesterase, putative;GDPD;3,3;4,94;0,52;4,15;2,75;2,69;5,86;4,23;7,34;2,64;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1035900"">PBANKA_1035900</a>"
PBANKA_1036000;transcription elongation factor SPT6, putative;SPT6;2,1;6,73;0,31;6,57;3,52;3,66;6,52;2,67;2,15;3,12;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1036000"">PBANKA_1036000</a>"
PBANKA_1036100;tubby domain-containing protein, putative;N/A;1,49;2,25;0,23;1,15;0,12;0,33;1,46;0,24;1,17;0,67;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1036100"">PBANKA_1036100</a>"
PBANKA_1036200;RNA-binding protein 8A, putative;RBM8A;6,35;3,09;0;3,76;0,05;0,71;2,39;0,21;5,21;0,78;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1036200"">PBANKA_1036200</a>"
PBANKA_1036300;RNA-binding protein, putative;N/A;5,13;4,32;0,25;1,67;2,12;0,98;1,84;2,82;1,36;3,97;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1036300"">PBANKA_1036300</a>"
PBANKA_1036400;ribosome biogenesis protein BOP1, putative;BOP1;6,3;5,58;1,11;3,75;2,27;1,83;1,39;2,22;1,96;1,08;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1036400"">PBANKA_1036400</a>"
PBANKA_1036500;RING zinc finger protein, putative;N/A;0,98;3,58;0,26;0,87;0,03;0,35;1,36;2,39;2,49;2,25;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1036500"">PBANKA_1036500</a>"
PBANKA_1036600;ribonucleoside-diphosphate reductase small chain, putative;N/A;0,68;3,57;0,44;2,3;0;0,58;8,56;1,62;4,63;3,55;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1036600"">PBANKA_1036600</a>"
PBANKA_1036700;COBW domain-containing protein 1, putative;CBWD1;0,75;4,11;0,02;1,13;0;0,24;0,8;0;1,12;0,6;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1036700"">PBANKA_1036700</a>"
PBANKA_1036800;DNA mismatch repair protein, putative;MutS;1,31;2,97;0,54;1,21;0,03;0,38;1,92;0,06;1,39;0,61;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1036800"">PBANKA_1036800</a>"
PBANKA_1036900;conserved Plasmodium protein, unknown function;N/A;4,9;4,34;3,72;4,04;0,03;0,98;5,33;0,59;1,43;1,38;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1036900"">PBANKA_1036900</a>"
PBANKA_1037000;trafficking protein particle complex subunit 1, putative;BET5;4,97;4,27;2,73;4,47;0;1,27;5,56;0,53;1,31;0,92;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1037000"">PBANKA_1037000</a>"
PBANKA_1037100;GTPase-activating protein, putative;N/A;3,86;4,33;1,53;2,86;0,29;1,36;2,27;0,15;4,45;2,45;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1037100"">PBANKA_1037100</a>"
PBANKA_1037200;conserved Plasmodium protein, unknown function;N/A;4,35;1,99;0,61;1,91;0,16;0,74;3,08;0,53;1,89;0,28;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1037200"">PBANKA_1037200</a>"
PBANKA_1037300;conserved Plasmodium protein, unknown function;N/A;2,09;1,48;4,6;0,56;0,39;0,4;3,92;2,45;3,12;1,42;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1037300"">PBANKA_1037300</a>"
PBANKA_1037400;conserved Plasmodium protein, unknown function;N/A;4,5;5,23;5,68;0,58;0,53;0,04;0,87;4,87;0,79;0,82;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1037400"">PBANKA_1037400</a>"
PBANKA_1037500;adenylyl cyclase alpha;ACalpha;0,96;1,97;0,59;4,56;0,31;0,49;2,28;0,63;1,07;6,93;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1037500"">PBANKA_1037500</a>"
PBANKA_1037600;rRNA biogenesis protein RRP5, putative;RRP5;1,86;5,29;0,9;3,81;0,65;0,9;1,96;1,08;2,09;1,8;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1037600"">PBANKA_1037600</a>"
PBANKA_1037700;ribosomal protein L16, mitochondrial, putative;N/A;2,43;3,6;0;1,39;0,03;0,14;2,13;0,03;0,95;0;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1037700"">PBANKA_1037700</a>"
PBANKA_1037800;secreted ookinete adhesive protein;SOAP;13,7;8,65;0,23;1,27;0,04;0;0,41;0,19;5,14;0,03;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1037800"">PBANKA_1037800</a>"
PBANKA_1037900;conserved Plasmodium protein, unknown function;N/A;2,37;0,44;0,04;0,07;0;0,31;0,2;0,14;1,8;7,19;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1037900"">PBANKA_1037900</a>"
PBANKA_1038000;cytochrome c, putative;N/A;2,89;7,01;1,71;3,98;0;0,5;7;4,66;1,65;0,35;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1038000"">PBANKA_1038000</a>"
PBANKA_1038100;DNA-directed RNA polymerase II subunit RPB4, putative;N/A;0,13;4,49;0,16;3,01;0,03;1,62;2,54;0,19;0,17;0,24;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1038100"">PBANKA_1038100</a>"
PBANKA_1038200;nuclear formin-like protein MISFIT;MISFIT;0,39;0,51;0,07;0,42;0,02;0,26;0,56;0,11;3,82;7,18;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1038200"">PBANKA_1038200</a>"
PBANKA_1038300;translocation associated membrane protein, putative;TRAM;0,78;5,01;0,04;1,34;0;0,34;5,3;1,42;3,99;1,64;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1038300"">PBANKA_1038300</a>"
PBANKA_1038400;selenoprotein, putative;Sel1;0,9;0,51;0;1,1;0,07;0,38;1,81;1,23;6,19;5,19;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1038400"">PBANKA_1038400</a>"
PBANKA_1038500;dynein light chain, putative;N/A;0,3;0,2;0,02;1,32;0;0,25;2,1;1,14;2,32;5,43;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1038500"">PBANKA_1038500</a>"
PBANKA_1038600;conserved Plasmodium protein, unknown function;N/A;0,07;0,15;0,03;1,87;0,04;0,15;1,54;0,17;1,04;5,56;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1038600"">PBANKA_1038600</a>"
PBANKA_1038700;tetratricopeptide repeat protein, putative;N/A;0,56;0,23;0,06;0,75;0;0,19;0,29;0,03;0,3;6,37;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1038700"">PBANKA_1038700</a>"
PBANKA_1038800;conserved Plasmodium protein, unknown function;N/A;1,22;0,28;0;1,14;0;0,26;0,26;0,13;7,66;3,09;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1038800"">PBANKA_1038800</a>"
PBANKA_1038900;condensin complex subunit 1, putative;CAPD2;1,74;4,55;1,22;5,94;0,04;1,09;7,27;1,26;5,2;6,15;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1038900"">PBANKA_1038900</a>"
PBANKA_1039000;conserved Plasmodium protein, unknown function;N/A;0,1;0,21;0,03;2,74;0;0,31;0,63;0,31;1,88;6,65;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1039000"">PBANKA_1039000</a>"
PBANKA_1039100;conserved Plasmodium protein, unknown function;N/A;1,22;2,29;0,45;1,01;0,01;0,16;1,84;0,18;1,09;1,36;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1039100"">PBANKA_1039100</a>"
PBANKA_1039200;conserved Plasmodium protein, unknown function;N/A;0,39;3,51;0,18;2,62;0;0,2;4,1;3;1,57;0,67;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1039200"">PBANKA_1039200</a>"
PBANKA_1039300;U2 snRNP-associated SURP motif-containing protein, putative;SR140;0,62;5,06;0,43;3,96;0;1;3,02;1,38;0,77;3,44;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1039300"">PBANKA_1039300</a>"
PBANKA_1039400;ribosomal protein S27a, putative;N/A;5,47;10,18;0,64;7,94;2,29;8,71;9,06;3,8;5,84;0,59;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1039400"">PBANKA_1039400</a>"
PBANKA_1039450;small nucleolar RNA snoR22;N/A;0,18;0,54;0,01;0,22;0,04;0,2;0,32;0,26;0,02;0;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1039450"">PBANKA_1039450</a>"
PBANKA_1039500;zinc finger protein, putative;N/A;1,11;3,87;0,21;6,12;0,06;0,75;3,38;0,64;1,26;0,89;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1039500"">PBANKA_1039500</a>"
PBANKA_1039600;26S proteasome regulatory subunit RPN6, putative;RPN6;0,25;3,06;0,03;1,94;0;0,26;5,47;0,84;1,49;0,83;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1039600"">PBANKA_1039600</a>"
PBANKA_1039700;cytochrome c oxidase subunit ApiCOX19, putative;N/A;1,82;5,28;0,49;4,36;0,09;0,94;6,57;5,53;5,07;2,73;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1039700"">PBANKA_1039700</a>"
PBANKA_1039800;pseudouridine synthase, putative;N/A;0;3,95;0;2,6;0;0,26;2,96;0,18;0;0,05;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1039800"">PBANKA_1039800</a>"
PBANKA_1039900;conserved Plasmodium protein, unknown function;N/A;0,03;1,83;0;2,15;0;0,33;2,75;0,05;0,04;0,08;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1039900"">PBANKA_1039900</a>"
PBANKA_1040000;conserved protein, unknown function;N/A;0,21;1,33;0,01;4,24;0,02;1,1;4,29;1,67;0,48;4,95;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1040000"">PBANKA_1040000</a>"
PBANKA_1040100;choline kinase;CK;0,08;1,33;0,06;0,62;0,22;0,06;2,18;0,99;7,65;0,56;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1040100"">PBANKA_1040100</a>"
PBANKA_1040151;fam-a protein, pseudogene;N/A;0,06;0,04;0;0,14;0;0;0,19;0,61;0,73;0,14;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1040151"">PBANKA_1040151</a>"
PBANKA_1040200;PIR protein;N/A;0;0,11;0;0;0,11;0,01;0;0;0,06;0,1;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1040200"">PBANKA_1040200</a>"
PBANKA_1040300;fam-b protein;N/A;0,04;0,71;0;0,13;0;0,17;0,51;0,06;0,07;0,16;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1040300"">PBANKA_1040300</a>"
PBANKA_1040400;PIR protein;N/A;0;0,1;0;0;0;0;0;0;0;0;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1040400"">PBANKA_1040400</a>"
PBANKA_1040500;PIR protein, pseudogene;N/A;0;0,62;0;0,02;0,01;0;0,11;0;0;0,12;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1040500"">PBANKA_1040500</a>"
PBANKA_1040521;fam-b protein;N/A;0,12;4,55;0;0,35;0;0,12;0,62;0,05;0,02;0,08;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1040521"">PBANKA_1040521</a>"
PBANKA_1040541;PIR protein;N/A;0;0;0,01;0;0;0,01;0;0;0;0,8;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1040541"">PBANKA_1040541</a>"
PBANKA_1040561;PIR protein;N/A;0,04;0,36;0;0,1;0,17;0,25;0,09;0,1;0,01;0;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1040561"">PBANKA_1040561</a>"
PBANKA_1040581;PIR protein;N/A;0;0;0,01;0;0,65;0,35;0;0,16;0,02;0,03;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1040581"">PBANKA_1040581</a>"
PBANKA_1040621;fam-b protein;N/A;0;0,01;0;0;0,01;0;0,12;0,03;0,03;0,09;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1040621"">PBANKA_1040621</a>"
PBANKA_1100300;PIR protein, pseudogene;N/A;0;0;0;0;0,01;0;0,02;0,01;0;0;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1100300"">PBANKA_1100300</a>"
PBANKA_1100351;PIR protein;N/A;0,04;0,15;0;0;0;0;0;0,01;0,04;0,07;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1100351"">PBANKA_1100351</a>"
PBANKA_1100400;PIR protein;N/A;0;0;0;0;0;0,04;0;0;0;0,05;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1100400"">PBANKA_1100400</a>"
PBANKA_1100441;fam-b protein;N/A;0,03;4,09;0;0,91;0;2,21;1,08;0,1;0,37;0,19;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1100441"">PBANKA_1100441</a>"
PBANKA_1100461;PIR protein;N/A;0;0,15;0;0;0,01;0,03;0;0;0;0;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1100461"">PBANKA_1100461</a>"
PBANKA_1100500;fam-b protein;N/A;0;0,89;0,01;0,02;0;0,09;0;0,03;0;0,06;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1100500"">PBANKA_1100500</a>"
PBANKA_1100600;PIR protein, pseudogene;N/A;0;0,09;0;0;0;0;0;0;0;0;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1100600"">PBANKA_1100600</a>"
PBANKA_1100700;fam-a protein;N/A;1,11;3,55;0;0,22;0,28;0,1;0,44;1,42;0,21;0,11;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1100700"">PBANKA_1100700</a>"
PBANKA_1100750;fam-a protein;N/A;0,01;0,18;0,01;0,12;0,11;0,24;0,26;0,41;0;0,05;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1100750"">PBANKA_1100750</a>"
PBANKA_1100781;PIR protein;N/A;0;0;0;0,03;0;0,01;0;0;0;0;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1100781"">PBANKA_1100781</a>"
PBANKA_1100821;fam-a protein, pseudogene;N/A;0,03;1,53;0;0,52;0;0,04;0,78;0,03;0,49;0;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1100821"">PBANKA_1100821</a>"
PBANKA_1100850;PIR protein, pseudogene;N/A;0;0,21;0;0;0,02;0;1,09;0,16;0,02;0,17;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1100850"">PBANKA_1100850</a>"
PBANKA_1100860;fam-c protein;N/A;1,6;4,5;0;1,23;0,97;1,53;2,19;3,58;6,15;0,23;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1100860"">PBANKA_1100860</a>"
PBANKA_1100900;fam-a protein;N/A;0,24;1,77;0,06;1,07;0,14;0,63;5,1;3,65;0,97;0,64;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1100900"">PBANKA_1100900</a>"
PBANKA_1101000;fam-a protein;N/A;0,05;3,92;0,04;4,23;0,03;0,46;1,07;0,11;0,33;0,99;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1101000"">PBANKA_1101000</a>"
PBANKA_1101100;Plasmodium exported protein, unknown function;N/A;1,11;6,67;0,07;1,49;5,78;3,16;3,22;4,87;1,23;1,21;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1101100"">PBANKA_1101100</a>"
PBANKA_1101200;Plasmodium exported protein, unknown function;N/A;2,92;5,25;0;0,79;4,19;2,4;1,39;5,5;8,34;0,95;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1101200"">PBANKA_1101200</a>"
PBANKA_1101300;skeleton-binding protein 1;SBP1;0,24;1,42;0,06;0,35;6,74;2,41;7,76;5,24;0,99;3,18;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1101300"">PBANKA_1101300</a>"
PBANKA_1101400;rhoptry-associated protein 2/3;RAP2/3;2,09;0,27;0,02;0,51;0,02;0,03;0,79;6,63;5,82;1,34;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1101400"">PBANKA_1101400</a>"
PBANKA_1101500;anaphase-promoting complex subunit 3;APC3;0,04;0,15;0;0,63;0,04;0,13;0,57;0,08;1,8;2,73;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1101500"">PBANKA_1101500</a>"
PBANKA_1101600;chromatin assembly factor 1 subunit A, putative;CAF1A;0,76;2,37;0,02;4,27;0;0,62;7;0,54;4,66;6,47;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1101600"">PBANKA_1101600</a>"
PBANKA_1101700;conserved protein, unknown function;N/A;0,35;2,25;0,11;1,27;0;0,32;2,56;0,12;1,32;1,6;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1101700"">PBANKA_1101700</a>"
PBANKA_1101800;vacuolar protein sorting-associated protein 11, putative;VPS11;0,22;2,44;0,03;0,85;0,08;0,29;1,86;0,72;1,55;0,69;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1101800"">PBANKA_1101800</a>"
PBANKA_1101900;HCNGP-like protein, putative;N/A;0,19;2,72;0;0,9;0;0,43;1,42;0,49;1,02;1,24;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1101900"">PBANKA_1101900</a>"
PBANKA_1102000;protein Mpv17, putative;MPV17;0,39;3,08;0,03;1,74;0,26;0,58;1,43;0,2;2,79;0,06;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1102000"">PBANKA_1102000</a>"
PBANKA_1102100;conserved Plasmodium protein, unknown function;N/A;1,92;0,72;0,23;1,93;0,23;0,18;0,46;0,51;5,52;0,34;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1102100"">PBANKA_1102100</a>"
PBANKA_1102200;merozoite surface protein 8;MSP8;0,61;4,05;0;1,26;4,33;4,68;6,7;5,07;1,31;1,12;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1102200"">PBANKA_1102200</a>"
PBANKA_1102300;conserved Plasmodium protein, unknown function;N/A;0,85;0,95;0;0,85;0,09;0,25;1,28;0,6;2,26;4,63;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1102300"">PBANKA_1102300</a>"
PBANKA_1102400;conserved protein, unknown function;N/A;0,92;1,84;0,05;2,04;0;0,54;1,94;0,17;0,63;1,42;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1102400"">PBANKA_1102400</a>"
PBANKA_1102500;DnaJ protein, putative;N/A;0,47;1,61;0;2,08;0,05;1,15;2,45;0,12;0,25;0,63;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1102500"">PBANKA_1102500</a>"
PBANKA_1102600;Tim10/DDP family zinc finger protein, putative;N/A;0,11;0,46;0,02;0,26;0;0,09;2,66;0,54;1,68;0,42;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1102600"">PBANKA_1102600</a>"
PBANKA_1102700;50S ribosomal protein L28, apicoplast, putative;N/A;0,95;3,27;0,4;3,8;0,03;0,79;3,86;0,57;1,85;0,63;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1102700"">PBANKA_1102700</a>"
PBANKA_1102800;4-diphosphocytidyl-2-C-methyl-D-erythritol kinase, putative;IspE;0,33;1,86;0,1;1,33;0;0,44;1,72;0,07;0,99;1,99;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1102800"">PBANKA_1102800</a>"
PBANKA_1102900;conserved Plasmodium protein, unknown function;CDC6;4,08;1,4;1,74;3,92;0,12;0,2;3,38;0,65;0,5;6,29;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1102900"">PBANKA_1102900</a>"
PBANKA_1103000;serine/arginine-rich splicing factor 12, putative;SRSF12;0,87;6,32;0,07;4,71;1,06;2,79;4,05;3,33;3,91;2,23;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1103000"">PBANKA_1103000</a>"
PBANKA_1103100;actin-depolymerizing factor 1;ADF1;1,83;2,62;0,06;5,23;0;1,29;9,5;3,06;6,41;0,4;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1103100"">PBANKA_1103100</a>"
PBANKA_1103200;protein kinase, putative;N/A;1,45;1,17;0,09;0,43;0,04;0,23;1,82;0,49;1,07;0,41;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1103200"">PBANKA_1103200</a>"
PBANKA_1103300;myosin B;MyoB;3,48;1,49;0,05;0,92;0,05;0,05;0,62;2,94;0,89;0,6;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1103300"">PBANKA_1103300</a>"
PBANKA_1103400;60S ribosomal protein L31, putative;RPL31;5,33;10,31;0,53;9,64;2,53;9,65;9,57;3,45;7,55;6,8;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1103400"">PBANKA_1103400</a>"
PBANKA_1103500;conserved Plasmodium protein, unknown function;N/A;0,28;4,12;0,04;3,44;0,08;1,95;5,11;0,77;0,32;0,19;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1103500"">PBANKA_1103500</a>"
PBANKA_1103600;cation transporting P-ATPase, putative;ATPase3;0,67;4,46;0,14;2,29;0,07;0,87;4,1;2,31;0,81;1,28;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1103600"">PBANKA_1103600</a>"
PBANKA_1103700;AN1-type zinc finger protein, putative;N/A;3,27;2,71;0,19;1,6;0,06;0,5;1,97;2,97;4,54;2,46;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1103700"">PBANKA_1103700</a>"
PBANKA_1103800;ATP-dependent RNA helicase DDX27, putative;DDX27;3,81;3,03;3,65;1,04;0;0,27;1,42;4,6;2,61;1,7;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1103800"">PBANKA_1103800</a>"
PBANKA_1103900;conserved Plasmodium protein, unknown function;N/A;5,41;1,63;0,54;0,52;0;0,2;0,8;1,1;2,83;1,39;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1103900"">PBANKA_1103900</a>"
PBANKA_1104000;ATP-dependent helicase, putative;N/A;3,3;5,22;0,08;1,47;0;0,66;2,05;0,06;0,42;1,56;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1104000"">PBANKA_1104000</a>"
PBANKA_1104100;MOLO1 domain-containing protein, putative;N/A;1,34;0,45;0;1,17;0,03;0,15;0,33;0,32;9,46;0,03;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1104100"">PBANKA_1104100</a>"
PBANKA_1104200;2-oxoisovalerate dehydrogenase subunit beta, mitochondrial, putative;BCKDHB;5,39;6,49;0,24;4,56;0;0,83;5,25;0,54;4,27;0;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1104200"">PBANKA_1104200</a>"
